Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Revenue,journey_month,journey_day,journey_weekday,journey_quarter,month_name,duration_mins,stops_clean,dep_hour,dep_time_of_day,arrival_hour,arrival_time_of_day,price_band
SpiceJet,2019-06-09,Banglore,New Delhi,BLR → DEL,9:35,12:30,2h 55m,non-stop,No check-in baggage included,6205,6205,6,9,6,2,Jun,175,0,9,Morning,12,Afternoon,Mid-Range
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,0:30,3:25,2h 55m,non-stop,No info,4284,4284,5,12,6,2,May,175,0,0,Night,3,Night,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,No info,14571,14571,3,24,6,1,Mar,425,1,16,Afternoon,23,Night,Premium
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,3807,3807,5,1,2,2,May,150,0,19,Evening,22,Night,Budget
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,6:55,9:35,2h 40m,non-stop,No info,3850,3850,6,9,6,2,Jun,160,0,6,Morning,9,Morning,Budget
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1 stop,No info,8479,8479,5,12,6,2,May,435,1,11,Morning,18,Evening,Mid-Range
Multiple carriers,2019-03-24,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1 stop,No info,8073,8073,3,24,6,1,Mar,720,1,9,Morning,21,Night,Mid-Range
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,3943,5,1,2,2,May,170,0,13,Afternoon,15,Afternoon,Budget
IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332,4332,6,9,6,2,Jun,145,0,11,Morning,14,Afternoon,Budget
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,4174,5,12,6,2,May,150,0,17,Evening,19,Evening,Budget
Air India,2019-03-24,Banglore,New Delhi,BLR → MAA → DEL,11:50,02/03/26 8:55,21h 5m,1 stop,1 Long layover,14594,14594,3,24,6,1,Mar,1265,1,11,Morning,8,Morning,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → IDR → BOM → COK,5:30,19:00,13h 30m,2 stops,In-flight meal not included,11507,11507,5,1,2,2,May,810,2,5,Morning,19,Evening,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,15h 20m,1 stop,In-flight meal not included,6093,6093,6,9,6,2,Jun,920,1,7,Morning,22,Night,Mid-Range
IndiGo,2019-05-12,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8033,8033,5,12,6,2,May,175,0,18,Evening,21,Night,Mid-Range
IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,4823,3,24,6,1,Mar,180,0,16,Afternoon,19,Evening,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,04/06/26 12:35,15h 10m,2 stops,No info,13292,13292,5,1,2,2,May,910,2,21,Night,12,Afternoon,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1 stop,No info,9526,9526,6,9,6,2,Jun,455,1,11,Morning,19,Evening,Mid-Range
SpiceJet,2019-05-12,Kolkata,Banglore,CCU → BLR,22:20,22/03/26 0:40,2h 20m,non-stop,No check-in baggage included,3815,3815,5,12,6,2,May,140,0,22,Night,0,Night,Budget
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,3597,3,24,6,1,Mar,140,0,13,Afternoon,15,Afternoon,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,16/06/26 4:25,13h 50m,2 stops,No info,13376,13376,5,1,2,2,May,830,2,14,Afternoon,4,Night,Premium
SpiceJet,2019-06-09,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1h 30m,non-stop,No info,2017,2017,6,9,6,2,Jun,90,0,5,Morning,7,Morning,Budget
Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → COK → BLR,9:25,25/03/26 1:20,15h 55m,2 stops,No info,11853,11853,5,12,6,2,May,955,2,9,Morning,1,Night,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,10262,3,24,6,1,Mar,360,1,13,Afternoon,19,Evening,Premium
SpiceJet,2019-05-01,Chennai,Kolkata,MAA → CCU,9:30,12:05,2h 35m,non-stop,No info,3859,3859,5,1,2,2,May,155,0,9,Morning,12,Afternoon,Budget
Air India,2019-06-09,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,10/06/26 5:25,22h 25m,2 stops,No info,12744,12744,6,9,6,2,Jun,1345,2,7,Morning,5,Morning,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,02/06/26 1:30,7h 40m,2 stops,No info,18485,18485,5,12,6,2,May,460,2,17,Evening,1,Night,Premium
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,07/05/26 8:55,23h 5m,2 stops,No info,13227,13227,3,24,6,1,Mar,1385,2,9,Morning,8,Morning,Premium
IndiGo,2019-05-01,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597,3597,5,1,2,2,May,140,0,19,Evening,21,Night,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804,4804,6,9,6,2,Jun,150,0,15,Afternoon,17,Evening,Budget
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,6:05,8:50,2h 45m,non-stop,No info,4423,4423,5,12,6,2,May,165,0,6,Morning,8,Morning,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,15:00,10/06/26 12:35,21h 35m,1 stop,In-flight meal not included,10262,10262,3,24,6,1,Mar,1295,1,15,Afternoon,12,Afternoon,Premium
SpiceJet,2019-05-01,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3543,5,1,2,2,May,135,0,9,Morning,12,Afternoon,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,21:25,13/04/26 0:05,2h 40m,non-stop,No info,4174,4174,6,9,6,2,Jun,160,0,21,Night,0,Night,Budget
SpiceJet,2019-05-12,Delhi,Cochin,DEL → BLR → COK,16:35,22:50,6h 15m,1 stop,No info,7084,7084,5,12,6,2,May,375,1,16,Afternoon,22,Night,Mid-Range
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,9:50,16/05/26 8:55,23h 5m,2 stops,No info,14960,14960,3,24,6,1,Mar,1385,2,9,Morning,8,Morning,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,No info,13339,13339,5,1,2,2,May,590,1,6,Morning,16,Afternoon,Premium
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,No info,7229,7229,6,9,6,2,Jun,180,0,8,Morning,11,Morning,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → HYD → COK,5:05,16:10,11h 5m,1 stop,No info,6818,6818,5,12,6,2,May,665,1,5,Morning,16,Afternoon,Mid-Range
Jet Airways,2019-03-24,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,07/06/26 4:25,21h 40m,2 stops,No info,13376,13376,3,24,6,1,Mar,1300,2,6,Morning,4,Night,Premium
IndiGo,2019-05-01,Delhi,Cochin,DEL → BOM → COK,15:00,10/06/26 1:30,10h 30m,1 stop,No info,6316,6316,5,1,2,2,May,630,1,15,Afternoon,1,Night,Mid-Range
Air India,2019-06-09,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,5201,5201,6,9,6,2,Jun,185,0,18,Evening,21,Night,Mid-Range
IndiGo,2019-05-12,Delhi,Cochin,DEL → PNQ → COK,23:30,19/05/26 4:35,5h 5m,1 stop,No info,10958,10958,5,12,6,2,May,305,1,23,Night,4,Night,Premium
IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,3858,3,24,6,1,Mar,145,0,11,Morning,14,Afternoon,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,10262,5,1,2,2,May,360,1,13,Afternoon,19,Evening,Premium
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,4h 5m,1 stop,No info,8996,8996,6,9,6,2,Jun,245,1,9,Morning,13,Afternoon,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,28/03/26 19:45,38h 35m,2 stops,In-flight meal not included,8098,8098,5,12,6,2,May,2315,2,5,Morning,19,Evening,Mid-Range
SpiceJet,2019-03-24,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No check-in baggage included,3543,3543,3,24,6,1,Mar,135,0,8,Morning,10,Morning,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11h 30m,1 stop,No info,10529,10529,5,1,2,2,May,690,1,7,Morning,19,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,2:15,18:50,16h 35m,1 stop,In-flight meal not included,7438,7438,6,9,6,2,Jun,995,1,2,Night,18,Evening,Mid-Range
Jet Airways,2019-05-12,Delhi,Cochin,DEL → BOM → COK,14:00,10/05/26 4:25,14h 25m,1 stop,In-flight meal not included,12373,12373,5,12,6,2,May,865,1,14,Afternoon,4,Night,Premium
IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823,4823,3,24,6,1,Mar,175,0,7,Morning,10,Morning,Budget
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,non-stop,In-flight meal not included,5769,5769,5,1,2,2,May,180,0,8,Morning,11,Morning,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,7:00,13:20,6h 20m,1 stop,No info,9042,9042,6,9,6,2,Jun,380,1,7,Morning,13,Afternoon,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → MAA → COK,17:20,07/04/26 9:25,16h 5m,1 stop,No info,4697,4697,5,12,6,2,May,965,1,17,Evening,9,Morning,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,345,1,14,Afternoon,19,Evening,Premium
Air Asia,2019-05-01,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,8420,8420,5,1,2,2,May,170,0,4,Night,7,Morning,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,In-flight meal not included,7563,7563,6,9,6,2,Jun,540,1,7,Morning,16,Afternoon,Mid-Range
Air India,2019-05-12,Delhi,Cochin,DEL → MAA → COK,20:40,16/05/26 9:25,12h 45m,1 stop,No info,7480,7480,5,12,6,2,May,765,1,20,Evening,9,Morning,Mid-Range
Jet Airways,2019-03-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,4030,3,24,6,1,Mar,175,0,11,Morning,14,Afternoon,Budget
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → HYD → COK,7:10,22:30,15h 20m,1 stop,No info,6513,6513,5,1,2,2,May,920,1,7,Morning,22,Night,Mid-Range
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,8355,8355,6,9,6,2,Jun,435,1,10,Morning,17,Evening,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,22/05/26 1:30,10h 25m,2 stops,No info,16655,16655,5,12,6,2,May,625,2,15,Afternoon,1,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,5:45,18:15,12h 30m,1 stop,In-flight meal not included,10844,10844,3,24,6,1,Mar,750,1,5,Morning,18,Evening,Premium
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,3873,5,1,2,2,May,150,0,17,Evening,19,Evening,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,5224,5224,6,9,6,2,Jun,150,0,15,Afternoon,17,Evening,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,16/05/26 12:00,19h 30m,1 stop,In-flight meal not included,10844,10844,5,12,6,2,May,1170,1,16,Afternoon,12,Afternoon,Premium
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,5:30,8:20,2h 50m,non-stop,No info,4778,4778,3,24,6,1,Mar,170,0,5,Morning,8,Morning,Budget
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,20:50,10/03/26 18:50,22h,1 stop,No info,16289,16289,5,1,2,2,May,1320,1,20,Evening,18,Evening,Premium
Air India,2019-06-09,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,5674,5674,6,9,6,2,Jun,170,0,5,Morning,8,Morning,Mid-Range
Air India,2019-05-12,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,6:00,13/03/26 11:55,29h 55m,2 stops,No info,12854,12854,5,12,6,2,May,1795,2,6,Morning,11,Morning,Premium
Air India,2019-03-24,Banglore,New Delhi,BLR → COK → DEL,22:00,13/03/26 11:05,13h 5m,1 stop,No info,8425,8425,3,24,6,1,Mar,785,1,22,Night,11,Morning,Mid-Range
Jet Airways,2019-05-01,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,22/03/26 18:50,37h 20m,2 stops,In-flight meal not included,9328,9328,5,1,2,2,May,2240,2,5,Morning,18,Evening,Mid-Range
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,2:15,15:30,13h 15m,1 stop,No info,17057,17057,6,9,6,2,Jun,795,1,2,Night,15,Afternoon,Premium
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,7229,7229,5,12,6,2,May,180,0,19,Evening,22,Night,Mid-Range
IndiGo,2019-03-24,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,14871,14871,3,24,6,1,Mar,570,1,11,Morning,21,Night,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,28/06/26 19:00,30h 45m,2 stops,No info,14300,14300,5,1,2,2,May,1845,2,12,Afternoon,19,Evening,Premium
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,13/06/26 9:20,12h 10m,1 stop,In-flight meal not included,8529,8529,6,9,6,2,Jun,730,1,21,Night,9,Morning,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,4:55,19:00,14h 5m,1 stop,No info,10877,10877,5,12,6,2,May,845,1,4,Night,19,Evening,Premium
IndiGo,2019-03-24,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5386,5386,3,24,6,1,Mar,280,1,17,Evening,22,Night,Mid-Range
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,No info,11622,11622,5,1,2,2,May,485,1,10,Morning,18,Evening,Premium
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,3:50,19:00,15h 10m,1 stop,No info,10197,10197,6,9,6,2,Jun,910,1,3,Night,19,Evening,Premium
Air Asia,2019-05-12,Delhi,Cochin,DEL → BLR → COK,16:45,22:30,5h 45m,1 stop,No info,8028,8028,5,12,6,2,May,345,1,16,Afternoon,22,Night,Mid-Range
IndiGo,2019-03-24,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,2754,3,24,6,1,Mar,90,0,12,Afternoon,13,Afternoon,Budget
Air India,2019-05-01,Banglore,New Delhi,BLR → HYD → DEL,8:15,21:25,13h 10m,1 stop,No info,6781,6781,5,1,2,2,May,790,1,8,Morning,21,Night,Mid-Range
SpiceJet,2019-06-09,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,3841,6,9,6,2,Jun,150,0,17,Evening,19,Evening,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8h 55m,1 stop,No info,8266,8266,5,12,6,2,May,535,1,10,Morning,19,Evening,Mid-Range
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,6144,6144,3,24,6,1,Mar,175,0,7,Morning,10,Morning,Mid-Range
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544,4544,5,1,2,2,May,175,0,11,Morning,14,Afternoon,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BHO → BOM → COK,5:30,12:35,7h 5m,2 stops,No info,14441,14441,6,9,6,2,Jun,425,2,5,Morning,12,Afternoon,Premium
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100,3100,5,12,6,2,May,80,0,21,Night,22,Night,Budget
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:25,19/05/26 14:25,18h,1 stop,No info,13067,13067,3,24,6,1,Mar,1080,1,20,Evening,14,Afternoon,Premium
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,13/06/26 23:35,28h 40m,1 stop,In-flight meal not included,8529,8529,5,1,2,2,May,1720,1,18,Evening,23,Night,Mid-Range
IndiGo,2019-06-09,Delhi,Cochin,DEL → HYD → COK,8:35,16:10,7h 35m,1 stop,No info,6442,6442,6,9,6,2,Jun,455,1,8,Morning,16,Afternoon,Mid-Range
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1 stop,No info,6480,6480,5,12,6,2,May,640,1,10,Morning,21,Night,Mid-Range
Air India,2019-03-24,Banglore,New Delhi,BLR → VGA → DEL,10:30,07/03/26 11:20,24h 50m,1 stop,No info,11003,11003,3,24,6,1,Mar,1490,1,10,Morning,11,Morning,Premium
Vistara,2019-05-01,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,4668,4668,5,1,2,2,May,170,0,21,Night,23,Night,Budget
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,6:30,10/05/26 4:40,22h 10m,1 stop,No info,13941,13941,6,9,6,2,Jun,1330,1,6,Morning,4,Night,Premium
Vistara,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,8820,8820,5,12,6,2,May,700,1,7,Morning,18,Evening,Mid-Range
Air India,2019-03-24,Delhi,Cochin,DEL → BLR → COK,17:45,23:00,5h 15m,1 stop,No info,9064,9064,3,24,6,1,Mar,315,1,17,Evening,23,Night,Mid-Range
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,8:25,19:50,11h 25m,1 stop,In-flight meal not included,10844,10844,5,1,2,2,May,685,1,8,Morning,19,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13h 30m,2 stops,No info,15129,15129,6,9,6,2,Jun,810,2,5,Morning,19,Evening,Premium
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,No info,6513,6513,5,12,6,2,May,540,1,7,Morning,16,Afternoon,Mid-Range
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14676,14676,3,24,6,1,Mar,395,1,17,Evening,23,Night,Premium
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823,4823,5,1,2,2,May,175,0,7,Morning,10,Morning,Budget
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174,4174,6,9,6,2,Jun,150,0,15,Afternoon,17,Evening,Budget
Jet Airways,2019-05-12,Delhi,Cochin,DEL → DED → BOM → COK,15:55,10/03/26 4:25,12h 30m,2 stops,No info,19172,19172,5,12,6,2,May,750,2,15,Afternoon,4,Night,Premium
SpiceJet,2019-03-24,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No info,4423,4423,3,24,6,1,Mar,160,0,5,Morning,8,Morning,Budget
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,6:55,9:30,2h 35m,non-stop,No info,3873,3873,5,1,2,2,May,155,0,6,Morning,9,Morning,Budget
IndiGo,2019-06-09,Delhi,Cochin,DEL → LKO → COK,21:50,04/06/26 3:35,5h 45m,1 stop,No info,7189,7189,6,9,6,2,Jun,345,1,21,Night,3,Night,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,6:30,07/06/26 4:40,22h 10m,1 stop,No info,13731,13731,5,12,6,2,May,1330,1,6,Morning,4,Night,Premium
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,9:35,13/05/26 10:55,25h 20m,1 stop,No info,14151,14151,3,24,6,1,Mar,1520,1,9,Morning,10,Morning,Premium
Air India,2019-05-01,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,4667,5,1,2,2,May,135,0,11,Morning,13,Afternoon,Budget
Jet Airways,2019-06-09,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,23/03/26 4:25,33h 15m,2 stops,In-flight meal not included,8834,8834,6,9,6,2,Jun,1995,2,19,Evening,4,Night,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,02/05/26 19:10,22h 45m,1 stop,No info,11467,11467,5,12,6,2,May,1365,1,20,Evening,19,Evening,Premium
Vistara,2019-03-24,Mumbai,Hyderabad,BOM → DEL → HYD,8:45,16:45,8h,1 stop,No info,12395,12395,3,24,6,1,Mar,480,1,8,Morning,16,Afternoon,Premium
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → HYD → COK,17:15,22/05/26 0:55,7h 40m,1 stop,No info,7858,7858,5,1,2,2,May,460,1,17,Evening,0,Night,Mid-Range
IndiGo,2019-06-09,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804,4804,6,9,6,2,Jun,155,0,20,Evening,22,Night,Budget
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,10/06/26 9:45,13h 20m,1 stop,In-flight meal not included,13469,13469,5,12,6,2,May,800,1,20,Evening,9,Morning,Premium
IndiGo,2019-03-24,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,7673,7673,3,24,6,1,Mar,185,0,14,Afternoon,17,Evening,Mid-Range
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/06/26 18:00,25h,1 stop,No info,14151,14151,5,1,2,2,May,1500,1,17,Evening,18,Evening,Premium
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,15:00,25/06/26 12:35,21h 35m,1 stop,In-flight meal not included,10262,10262,6,9,6,2,Jun,1295,1,15,Afternoon,12,Afternoon,Premium
Jet Airways,2019-05-12,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,25/06/26 12:35,26h 55m,2 stops,No info,13014,13014,5,12,6,2,May,1615,2,9,Morning,12,Afternoon,Premium
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,12373,12373,3,24,6,1,Mar,360,1,13,Afternoon,19,Evening,Premium
Jet Airways,2019-05-01,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11399,11399,5,1,2,2,May,540,1,10,Morning,19,Evening,Premium
SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No info,3971,3971,6,9,6,2,Jun,170,0,9,Morning,12,Afternoon,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → BOM → COK,6:00,21:00,15h,1 stop,In-flight meal not included,6007,6007,5,12,6,2,May,900,1,6,Morning,21,Night,Mid-Range
Air India,2019-03-24,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1 stop,No info,6383,6383,3,24,6,1,Mar,745,1,10,Morning,22,Night,Mid-Range
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,8:30,11:20,2h 50m,non-stop,No info,5740,5740,5,1,2,2,May,170,0,8,Morning,11,Morning,Mid-Range
SpiceJet,2019-06-09,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,1965,6,9,6,2,Jun,90,0,13,Afternoon,14,Afternoon,Budget
Multiple carriers,2019-05-12,Delhi,Cochin,DEL → HYD → MAA → COK,7:10,21:20,14h 10m,2 stops,In-flight meal not included,5935,5935,5,12,6,2,May,850,2,7,Morning,21,Night,Mid-Range
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,9:35,12:20,2h 45m,non-stop,No info,4174,4174,3,24,6,1,Mar,165,0,9,Morning,12,Afternoon,Budget
IndiGo,2019-05-01,Delhi,Cochin,DEL → BOM → COK,4:45,13:20,8h 35m,1 stop,No info,7738,7738,5,1,2,2,May,515,1,4,Night,13,Afternoon,Mid-Range
Air India,2019-06-09,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,25/05/26 19:15,21h 15m,2 stops,No info,10441,10441,6,9,6,2,Jun,1275,2,22,Night,19,Evening,Premium
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,3100,3100,5,12,6,2,May,80,0,21,Night,22,Night,Budget
Jet Airways,2019-03-24,Delhi,Cochin,DEL → BOM → COK,17:30,07/06/26 19:00,25h 30m,1 stop,No info,14714,14714,3,24,6,1,Mar,1530,1,17,Evening,19,Evening,Premium
Vistara,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/06/26 18:50,25h 50m,1 stop,No info,9135,9135,5,1,2,2,May,1550,1,17,Evening,18,Evening,Mid-Range
Air India,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,16:50,02/04/26 18:30,25h 40m,1 stop,No info,7893,7893,6,9,6,2,Jun,1540,1,16,Afternoon,18,Evening,Mid-Range
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,12121,12121,5,12,6,2,May,395,1,17,Evening,23,Night,Premium
Air India,2019-03-24,Delhi,Cochin,DEL → COK,14:10,17:10,3h,non-stop,No info,6094,6094,3,24,6,1,Mar,180,0,14,Afternoon,17,Evening,Mid-Range
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423,4423,5,1,2,2,May,170,0,10,Morning,13,Afternoon,Budget
